584a81be8fddee4a8ac1d017;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d013;584a81be8fddee4a8ac1cdc3;PurchOrderLine;3.45|41|584a81be8fddee4a8ac1d012|T
584a81be8fddee4a8ac1d692;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d68e;584a81be8fddee4a8ac1cdb3;PurchOrderLine;7.54|25|584a81be8fddee4a8ac1d68d|T
584a81be8fddee4a8ac1d2ec;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d2e8;584a81be8fddee4a8ac1cdc7;PurchOrderLine;4.23|43|584a81be8fddee4a8ac1d2e7|T
584a81be8fddee4a8ac1d5f8;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d5f4;584a81be8fddee4a8ac1cd97;PurchOrderLine;4.66|100|584a81be8fddee4a8ac1d5f3|T
584a81be8fddee4a8ac1d49e;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d49a;584a81be8fddee4a8ac1cda7;PurchOrderLine;6.51|51|584a81be8fddee4a8ac1d499|T
584a81be8fddee4a8ac1d771;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d76d;584a81be8fddee4a8ac1cdc8;PurchOrderLine;3.94|84|584a81be8fddee4a8ac1d76c|T
584a81be8fddee4a8ac1d67c;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d678;584a81be8fddee4a8ac1cda6;PurchOrderLine;8.24|15|584a81be8fddee4a8ac1d677|T
584a81be8fddee4a8ac1d5e2;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d5de;584a81be8fddee4a8ac1cdc2;PurchOrderLine;5.17|97|584a81be8fddee4a8ac1d5dd|T
584a81be8fddee4a8ac1d001;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1cffd;584a81be8fddee4a8ac1cdaf;PurchOrderLine;7.39|75|584a81be8fddee4a8ac1cffc|T
584a81be8fddee4a8ac1d08f;[5bbda7a084411f2dd1b873d1];584a81be8fddee4a8ac1d08b;584a81be8fddee4a8ac1cdc4;PurchOrderLine;9.72|26|584a81be8fddee4a8ac1d08a|T
